class,intercept,Arithmancy,Astronomy,Herbology,Defense Against the Dark Arts,Divination,Muggle Studies,Ancient Runes,History of Magic,Transfiguration,Potions,Care of Magical Creatures,Charms,Flying
Gryffindor,-3.4847393112484912,-0.7325205322273552,0.17286222354804512,-1.4278060378360449,-0.15158647997886207,1.0226603067252007,-0.08654689277036497,1.032776764605509,-0.5715318437311198,-0.8795986915923018,-0.28888268643511905,0.06546850654581222,-0.26752933526323713,0.8661254589305252
Hufflepuff,-2.3250721070855356,0.2867055494918441,1.3330064955178704,1.617732438745857,-1.4640609756212672,0.4987792971260893,-1.03833116395466,-1.4895668238274031,0.8072336586173869,0.48534485490862767,-0.2251808790867227,-0.030485940507207893,-0.039621388556350855,-0.5039206111550985
Ravenclaw,-2.588773686673459,0.2576642670878051,-0.851029826546024,0.7726965373816743,0.8287445442812605,0.2329936832370665,1.0351978143086247,1.0272245205264259,0.08367894869567744,-0.13321836887821686,0.009711064636844806,0.0689187094169704,1.153681692265024,0.2031609971386642
Slytherin,-3.6703790151365707,0.025965416209444488,-0.8026564805175918,-0.7174850242282121,0.8679234141416544,-1.5972900708029922,-0.3232514419621956,-0.6992740271891923,-0.17103595800021515,0.7440964808407717,0.6084071384627427,-0.136013905545698,-0.7544014493093696,-0.5581857137189488
__MEAN__,0.0,49634.57024265645,39.79713089016475,1.1410195296768044,-0.3878634974417863,3.153909673286355,-224.58991486346417,495.74797005915786,2.963094615116594,1030.0969463871304,5.95037299278009,-0.0534271367004963,-243.3744090125,21.9580125
__STD__,1.0,16496.36189978288,514.904736429893,5.163925073157659,5.16040249138473,4.103030881423507,480.8423325139229,105.0826538718724,4.364496027131785,43.63982882393576,3.117210254470139,0.9589293997677882,8.780894559533115,97.60108742375692
